------------------------------+-------------+-------------------------------------+------------------------------------------------------+-----
 A  2  3  4  5  6  7  8  9  T |    PLAY     |        E[X_CDP]          E[X_MAX]   |        SPL1              SPL2              SPL3      | BEST
 0  0  0  0  0  0  0  0 13  9 |  9, 9 vs 10 |  -2.2459580323357  -1.4853801169591 |  -1.4853801169591  -1.8864809081527  -2.2459580323357| SPL1
 0  0  0  0  0  0  0  0 13  9 | 10,10 vs  9 |   2.0552115583075   2.0552115583075 |   1.5087719298246   1.8302373581011   2.0552115583075| SPL3
 0  0  0  0  0  0  0  0 13  9 |  9, 9 vs  9 |   0.7306501547988   0.7306501547988 |   0.0000000000000   0.3869969040248   0.7306501547988| SPL3
 0  0  0  0  0  0  0  0 13  8 | 10,10 vs 10 |  -0.5765639589169   0.0000000000000 |  -0.0000000000000  -0.3717320261438  -0.5765639589169| SPL1
 0  0  0  0  0  0  0  0 13  8 |  9, 9 vs 10 |  -2.3062468577174  -1.4967320261438 |  -1.4967320261438  -1.9191176470588  -2.3062468577174| SPL1
 0  0  0  0  0  0  0  0 13  8 | 10,10 vs  9 |   2.0478345184228   2.0478345184228 |   1.5294117647059   1.8431372549020   2.0478345184228| SPL3
 0  0  0  0  0  0  0  0 13  8 |  9, 9 vs  9 |   0.7189542483660   0.7189542483660 |  -0.0000000000000   0.3758169934641   0.7189542483660| SPL3
 0  0  0  0  0  0  0  0 13  7 | 10,10 vs 10 |  -0.5033613445378   0.0000000000000 |   0.0000000000000  -0.3441176470588  -0.5033613445378| SPL1
 0  0  0  0  0  0  0  0 13  7 |  9, 9 vs 10 |  -2.3875242404654  -1.5147058823529 |  -1.5147058823529  -1.9653361344538  -2.3875242404654| SPL1
 0  0  0  0  0  0  0  0 13  7 | 10,10 vs  9 |   2.0436328377505   2.0436328377505 |   1.5588235294118   1.8634453781513   2.0436328377505| SPL3
 0  0  0  0  0  0  0  0 13  7 |  9, 9 vs  9 |   0.6979638009050   0.6979638009050 |  -0.0000000000000   0.3602941176471   0.6979638009050| SPL3
 0  0  0  0  0  0  0  0 13  6 | 10,10 vs 10 |  -0.4071428571429   0.0000000000000 |   0.0000000000000  -0.3017857142857  -0.4071428571429| SPL1
 0  0  0  0  0  0  0  0 13  6 |  9, 9 vs 10 |  -2.4977106227106  -1.5416666666667 |  -1.5416666666667  -2.0302197802198  -2.4977106227106| SPL1
 0  0  0  0  0  0  0  0 13  6 | 10,10 vs  9 |   2.0406593406593   2.0406593406593 |   1.6000000000000   1.8917582417582   2.0406593406593| SPL3
 0  0  0  0  0  0  0  0 13  6 |  9, 9 vs  9 |   0.6648351648352   0.6648351648352 |   0.0000000000000   0.3392857142857   0.6648351648352| SPL3
 0  0  0  0  0  0  0  0 13  5 | 10,10 vs 10 |  -0.2857142857143   0.0000000000000 |   0.0000000000000  -0.2380952380952  -0.2857142857143| SPL1
 0  0  0  0  0  0  0  0 13  5 |  9, 9 vs 10 |  -2.6476190476190  -1.5809523809524 |  -1.5809523809524  -2.1208791208791  -2.6476190476190| SPL1
 0  0  0  0  0  0  0  0 13  5 | 10,10 vs  9 |   2.0351648351648   2.0351648351648 |   1.6571428571429   1.9274725274725   2.0351648351648| SPL3
 0  0  0  0  0  0  0  0 13  5 |  9, 9 vs  9 |   0.6160506160506   0.6160506160506 |  -0.0000000000000   0.3113553113553   0.6160506160506| SPL3
 0  0  0  0  0  0  0  0 13  4 | 10,10 vs 10 |  -0.1428571428571   0.0000000000000 |  -0.0000000000000  -0.1428571428571  -0.1428571428571| SPL1
 0  0  0  0  0  0  0  0 13  4 |  9, 9 vs 10 |  -2.8516483516484  -1.6373626373626 |  -1.6373626373626  -2.2472527472527  -2.8516483516484| SPL1
 0  0  0  0  0  0  0  0 13  4 | 10,10 vs  9 |   2.0219780219780   2.0219780219780 |   1.7362637362637   1.9670329670330   2.0219780219780| SPL3
 0  0  0  0  0  0  0  0 13  4 |  9, 9 vs  9 |   0.5474525474525   0.5474525474525 |  -0.0000000000000   0.2747252747253   0.5474525474525| SPL3
 0  0  0  0  0  0  0  0 12 14 | 10,10 vs 10 |  -0.7303040209219   0.0000000000000 |   0.0000000000000  -0.3975155279503  -0.7303040209219| SPL1
 0  0  0  0  0  0  0  0 12 14 |  9, 9 vs 10 |  -2.0883830128681  -1.4861660079051 |  -1.4861660079051  -1.8255223037832  -2.0883830128681| SPL1
 0  0  0  0  0  0  0  0 12 14 | 10,10 vs  9 |   2.1693363844394   2.1693363844394 |   1.4782608695652   1.8509316770186   2.1693363844394| SPL3
 0  0  0  0  0  0  0  0 12 14 |  9, 9 vs  9 |   0.6992302891616   0.6992302891616 |   0.0000000000000   0.4031620553360   0.6992302891616| SPL3
 0  0  0  0  0  0  0  0 12 13 | 10,10 vs 10 |  -0.7300068352700   0.0000000000000 |   0.0000000000000  -0.4025974025974  -0.7300068352700| SPL1
 0  0  0  0  0  0  0  0 12 13 |  9, 9 vs 10 |  -2.1001166016646  -1.4805194805195 |  -1.4805194805195  -1.8257006151743  -2.1001166016646| SPL1
 0  0  0  0  0  0  0  0 12 13 | 10,10 vs  9 |   2.1413091552410   2.1413091552410 |   1.4761904761905   1.8383458646617   2.1413091552410| SPL3
 0  0  0  0  0  0  0  0 12 13 |  9, 9 vs  9 |   0.7126452494874   0.7126452494874 |  -0.0000000000000   0.4051948051948   0.7126452494874| SPL3
 0  0  0  0  0  0  0  0 12 12 | 10,10 vs 10 |  -0.7244582043344   0.0000000000000 |   0.0000000000000  -0.4060150375940  -0.7244582043344| SPL1
 0  0  0  0  0  0  0  0 12 12 |  9, 9 vs 10 |  -2.1155830753354  -1.4761904761905 |  -1.4761904761905  -1.8283208020050  -2.1155830753354| SPL1
 0  0  0  0  0  0  0  0 12 12 | 10,10 vs  9 |   2.1155830753354   2.1155830753354 |   1.4761904761905   1.8283208020050   2.1155830753354| SPL3
 0  0  0  0  0  0  0  0 12 12 |  9, 9 vs  9 |   0.7244582043344   0.7244582043344 |  -0.0000000000000   0.4060150375940   0.7244582043344| SPL3
 0  0  0  0  0  0  0  0 12 11 | 10,10 vs 10 |  -0.7118679050568   0.0000000000000 |   0.0000000000000  -0.4070175438596  -0.7118679050568| SPL1
 0  0  0  0  0  0  0  0 12 11 |  9, 9 vs 10 |  -2.1362229102167  -1.4736842105263 |  -1.4736842105263  -1.8343653250774  -2.1362229102167| SPL1
 0  0  0  0  0  0  0  0 12 11 | 10,10 vs  9 |   2.0928792569659   2.0928792569659 |   1.4789473684211   1.8216718266254   2.0928792569659| SPL3
 0  0  0  0  0  0  0  0 12 11 |  9, 9 vs  9 |   0.7339009287926   0.7339009287926 |   0.0000000000000   0.4052631578947   0.7339009287926| SPL3
 0  0  0  0  0  0  0  0 12 10 | 10,10 vs 10 |  -0.6898864809082   0.0000000000000 |   0.0000000000000  -0.4045407636739  -0.6898864809082| SPL1
 0  0  0  0  0  0  0  0 12 10 |  9, 9 vs 10 |  -2.1640866873065  -1.4736842105263 |  -1.4736842105263  -1.8452012383901  -2.1640866873065| SPL1
 0  0  0  0  0  0  0  0 12 10 | 10,10 vs  9 |   2.0739594083247   2.0739594083247 |   1.4853801169591   1.8194014447884   2.0739594083247| SPL3
 0  0  0  0  0  0  0  0 12 10 |  9, 9 vs  9 |   0.7399380804954   0.7399380804954 |   0.0000000000000   0.4024767801858   0.7399380804954| SPL3
 0  0  0  0  0  0  0  0 12  9 | 10,10 vs 10 |  -0.6554621848739   0.0000000000000 |   0.0000000000000  -0.3970588235294  -0.6554621848739| SPL1
 0  0  0  0  0  0  0  0 12  9 |  9, 9 vs 10 |  -2.2021116138763  -1.4771241830065 |  -1.4771241830065  -1.8627450980392  -2.2021116138763| SPL1
 0  0  0  0  0  0  0  0 12  9 | 10,10 vs  9 |   2.0595148315737   2.0595148315737 |   1.4967320261438   1.8227124183007   2.0595148315737| SPL3
 0  0  0  0  0  0  0  0 12  9 |  9, 9 vs  9 |   0.7411764705882   0.7411764705882 |   0.0000000000000   0.3970588235294   0.7411764705882| SPL3
 0  0  0  0  0  0  0  0 12  8 | 10,10 vs 10 |  -0.6047188106012   0.0000000000000 |  -0.0000000000000  -0.3823529411765  -0.6047188106012| SPL1
 0  0  0  0  0  0  0  0 12  8 |  9, 9 vs 10 |  -2.2545248868778  -1.4852941176471 |  -1.4852941176471  -1.8897058823529  -2.2545248868778| SPL1
 0  0  0  0  0  0  0  0 12  8 | 10,10 vs  9 |   2.0499353587589   2.0499353587589 |   1.5147058823529   1.8329831932773   2.0499353587589| SPL3
 0  0  0  0  0  0  0  0 12  8 |  9, 9 vs  9 |   0.7357466063348   0.7357466063348 |   0.0000000000000   0.3882352941176   0.7357466063348| SPL3
 0  0  0  0  0  0  0  0 12  7 | 10,10 vs 10 |  -0.5329670329670   0.0000000000000 |   0.0000000000000  -0.3571428571429  -0.5329670329670| SPL1
 0  0  0  0  0  0  0  0 12  7 |  9, 9 vs 10 |  -2.3274225774226  -1.5000000000000 |  -1.5000000000000  -1.9299450549451  -2.3274225774226| SPL1
 0  0  0  0  0  0  0  0 12  7 | 10,10 vs  9 |   2.0448717948718   2.0448717948718 |   1.5416666666667   1.8516483516484   2.0448717948718| SPL3
 0  0  0  0  0  0  0  0 12  7 |  9, 9 vs  9 |   0.7211538461538   0.7211538461538 |   0.0000000000000   0.3750000000000   0.7211538461538| SPL3
